net,length_um
rf._03278_,2.96
rf._03370_,2.96
rf._03408_,2.96
rf._03410_,2.96
rf._03455_,2.96
rf._03506_,2.96
rf._03563_,2.96
rf._03622_,2.96
rf._03644_,2.96
rf._03655_,2.96
rf._03753_,2.96
rf._03766_,2.96
rf._04073_,2.96
rf._04153_,2.96
rf._04273_,2.96
rf._04413_,2.96
rf._04628_,2.96
rf._04806_,2.96
rf._04848_,2.96
rf._04901_,2.96
rf._04927_,2.96
rf._05073_,2.96
rf._05247_,2.96
rf._05313_,2.96
rf._05438_,2.96
rf._05440_,2.96
rf._05557_,2.96
rf._05578_,2.96
rf._05623_,2.96
rf._05624_,2.96
rf._05654_,2.96
rf._05684_,2.96
rf._05776_,2.96
net42,2.96
net277,2.96
rf._00003_,2.945
rf._00021_,2.945
rf._00034_,2.945
rf._00042_,2.945
rf._00047_,2.945
rf._00085_,2.945
rf._00090_,2.945
rf._00096_,2.945
rf._00101_,2.945
rf._00108_,2.945
rf._00113_,2.945
rf._00114_,2.945
rf._00122_,2.945
rf._00133_,2.945
rf._00153_,2.945
rf._00155_,2.945
rf._00159_,2.945
rf._00160_,2.945
rf._00162_,2.945
rf._00180_,2.945
rf._00184_,2.945
rf._00195_,2.945
rf._00199_,2.945
rf._00200_,2.945
rf._00202_,2.945
rf._00219_,2.945
rf._00222_,2.945
rf._00223_,2.945
rf._00229_,2.945
rf._00242_,2.945
rf._00245_,2.945
rf._00252_,2.945
rf._00254_,2.945
rf._00280_,2.945
rf._00294_,2.945
rf._00298_,2.945
rf._00308_,2.945
rf._00338_,2.945
rf._00347_,2.945
rf._00370_,2.945
rf._00401_,2.945
rf._00405_,2.945
rf._00422_,2.945
rf._00428_,2.945
rf._00446_,2.945
rf._00448_,2.945
rf._00455_,2.945
rf._00457_,2.945
rf._00493_,2.945
rf._00503_,2.945
rf._00509_,2.945
rf._00513_,2.945
rf._00524_,2.945
rf._00529_,2.945
rf._00532_,2.945
rf._00571_,2.945
rf._00602_,2.945
rf._00610_,2.945
rf._00626_,2.945
rf._00642_,2.945
rf._00649_,2.945
rf._00662_,2.945
rf._00664_,2.945
rf._00666_,2.945
rf._00673_,2.945
rf._00696_,2.945
rf._00697_,2.945
rf._00698_,2.945
rf._00704_,2.945
rf._00711_,2.945
rf._00739_,2.945
rf._00754_,2.945
rf._00761_,2.945
rf._00779_,2.945
rf._00796_,2.945
rf._00807_,2.945
rf._00821_,2.945
rf._00830_,2.945
rf._00833_,2.945
rf._00835_,2.945
rf._00839_,2.945
rf._00842_,2.945
rf._00846_,2.945
rf._00855_,2.945
rf._00862_,2.945
rf._00865_,2.945
rf._00866_,2.945
rf._00895_,2.945
rf._00900_,2.945
rf._00909_,2.945
rf._00919_,2.945
rf._00936_,2.945
rf._00946_,2.945
rf._00949_,2.945
rf._00958_,2.945
rf._00960_,2.945
rf._00963_,2.945
rf._00973_,2.945
rf._00974_,2.945
rf._00976_,2.945
rf._00980_,2.945
rf._00991_,2.945
rf._00994_,2.945
rf._00997_,2.945
rf._01000_,2.945
rf._01010_,2.945
rf._01018_,2.945
rf._00623_,2.94
rf._04620_,2.92
rf._00072_,2.885
rf._00118_,2.885
rf._00142_,2.885
rf._00176_,2.885
rf._00215_,2.885
rf._00233_,2.885
rf._00243_,2.885
rf._00275_,2.885
rf._00289_,2.885
rf._00315_,2.885
rf._00553_,2.885
rf._00726_,2.885
rf._00744_,2.885
rf._00873_,2.885
rf._00968_,2.885
rf._01012_,2.885
alu_inst._050_,2.86
rf._00071_,2.86
rf._00270_,2.86
rf._00392_,2.86
rf._00442_,2.86
rf._00443_,2.86
rf._00600_,2.86
rf._00689_,2.86
rf._00793_,2.86
rf._01593_,2.86
rf._02546_,2.86
net282,2.86
net310,2.86
net463,2.86
net501,2.86
net512,2.86
net571,2.86
net578,2.86
net585,2.86
net800,2.86
rf._01092_,2.84
rf._01278_,2.84
rf._02383_,2.84
rf._02809_,2.84
rf._00750_,2.835
rf._00794_,2.835
rf._00888_,2.835
rf._00009_,2.785
rf._00078_,2.785
rf._00147_,2.785
rf._00251_,2.785
rf._00293_,2.785
rf._00314_,2.785
rf._00403_,2.785
rf._00432_,2.785
rf._00433_,2.785
rf._00479_,2.785
rf._00504_,2.785
rf._00522_,2.785
rf._00579_,2.785
rf._00622_,2.785
rf._00652_,2.785
rf._00660_,2.785
rf._00721_,2.785
rf._00935_,2.785
rf._01016_,2.785
rf._00038_,2.765
rf._00167_,2.765
_036_,2.76
rf._01213_,2.76
rf._01248_,2.76
rf._01506_,2.76
rf._02069_,2.76
rf._02290_,2.76
rf._02302_,2.76
rf._02530_,2.76
rf._02555_,2.76
rf._02653_,2.76
rf._02702_,2.76
rf._03081_,2.76
rf._03264_,2.76
rf._03276_,2.76
rf._03632_,2.76
rf._04028_,2.76
rf._04302_,2.76
rf._04412_,2.76
rf._04426_,2.76
rf._04427_,2.76
rf._04443_,2.76
net638,2.76
net690,2.76
net733,2.76
rf._01214_,2.74
rf._01691_,2.74
rf._02629_,2.74
rf._03401_,2.74
rf._03485_,2.74
rf._03511_,2.74
rf._03538_,2.74
rf._03589_,2.74
rf._03668_,2.74
rf._03745_,2.74
rf._04156_,2.74
rf._04433_,2.74
rf._04450_,2.74
rf.rd2\[29\],2.74
rf._03813_,2.72
rf._00171_,2.715
rf._00204_,2.715
rf._00261_,2.715
rf._00262_,2.715
rf._00264_,2.715
rf._00278_,2.715
rf._00283_,2.715
rf._00377_,2.715
rf._00438_,2.715
rf._00450_,2.715
rf._00451_,2.715
rf._00456_,2.715
rf._00521_,2.715
rf._00629_,2.715
rf._00749_,2.715
rf._00771_,2.715
rf._00858_,2.715
rf._00957_,2.715
rf._00970_,2.715
rf._00971_,2.715
rf._01002_,2.715
alu_inst._181_,2.64
rf._01480_,2.64
rf._01805_,2.64
rf._01855_,2.64
rf._02207_,2.64
rf._02407_,2.64
rf._02877_,2.64
rf._02943_,2.64
rf._03437_,2.64
rf._03481_,2.64
rf._03812_,2.64
rf._03971_,2.64
rf._04130_,2.64
rf._04315_,2.64
rf._04492_,2.64
rf._03783_,2.635
_007_,2.62
_029_,2.62
alu_inst._000_,2.62
alu_inst._120_,2.62
rf._01107_,2.62
rf._01222_,2.62
rf._01253_,2.62
rf._01376_,2.62
rf._01383_,2.62
rf._01442_,2.62
rf._01447_,2.62
rf._01467_,2.62
rf._01475_,2.62
rf._01584_,2.62
rf._01662_,2.62
rf._01826_,2.62
rf._01856_,2.62
rf._01880_,2.62
rf._02252_,2.62
rf._02366_,2.62
rf._02452_,2.62
rf._02488_,2.62
rf._02575_,2.62
rf._03148_,2.62
rf._03188_,2.62
rf._03215_,2.62
rf._03224_,2.62
rf._03226_,2.62
rf._03246_,2.62
rf._03346_,2.62
rf._03440_,2.62
rf._03692_,2.62
rf._03731_,2.62
rf._03757_,2.62
rf._03903_,2.62
rf._03932_,2.62
rf._03945_,2.62
rf._03957_,2.62
rf._03963_,2.62
rf._03975_,2.62
rf._04025_,2.62
rf._04109_,2.62
rf._04164_,2.62
rf._04211_,2.62
rf._04213_,2.62
rf._04262_,2.62
rf._04297_,2.62
rf._04307_,2.62
rf._04385_,2.62
rf._04389_,2.62
rf._04406_,2.62
rf._04461_,2.62
rf._04621_,2.62
rf._04656_,2.62
rf._04708_,2.62
rf._04766_,2.62
rf._04843_,2.62
rf._04996_,2.62
rf._05074_,2.62
rf._05076_,2.62
rf._05085_,2.62
rf._05099_,2.62
rf._05179_,2.62
rf._05182_,2.62
rf._05201_,2.62
rf._05345_,2.62
rf._05471_,2.62
rf._05520_,2.62
rf._05527_,2.62
rf._05564_,2.62
rf._05640_,2.62
rf._05785_,2.62
rf._00031_,2.595
rf._00050_,2.595
rf._00059_,2.595
rf._00117_,2.595
rf._00120_,2.595
rf._00169_,2.595
rf._00213_,2.595
rf._00265_,2.595
rf._00444_,2.595
rf._00473_,2.595
rf._00752_,2.595
rf._00758_,2.595
rf._00780_,2.595
rf._00015_,2.585
rf._00100_,2.585
rf._00183_,2.585
rf._00516_,2.585
rf._00677_,2.585
rf._00978_,2.585
rf._00049_,2.545
rf._00053_,2.545
rf._00057_,2.545
rf._00110_,2.545
rf._00126_,2.545
rf._00181_,2.545
rf._00230_,2.545
rf._00241_,2.545
rf._00246_,2.545
rf._00281_,2.545
rf._00306_,2.545
rf._00319_,2.545
rf._00342_,2.545
rf._00345_,2.545
rf._00355_,2.545
rf._00373_,2.545
rf._00394_,2.545
rf._00441_,2.545
rf._00447_,2.545
rf._00476_,2.545
rf._00490_,2.545
rf._00494_,2.545
rf._00498_,2.545
rf._00580_,2.545
rf._00594_,2.545
rf._00614_,2.545
rf._00655_,2.545
rf._00737_,2.545
rf._00760_,2.545
rf._00791_,2.545
rf._00811_,2.545
rf._00812_,2.545
rf._00815_,2.545
rf._00816_,2.545
rf._00822_,2.545
rf._00827_,2.545
rf._00837_,2.545
rf._00844_,2.545
rf._00854_,2.545
rf._00861_,2.545
rf._00863_,2.545
rf._00891_,2.545
rf._00911_,2.545
rf._00916_,2.545
rf._00923_,2.545
rf._00951_,2.545
rf._00952_,2.545
rf._00962_,2.545
rf._00986_,2.545
rf._00309_,2.52
rf._01489_,2.52
rf._01754_,2.52
rf._02509_,2.52
rf._02754_,2.52
rf._02803_,2.52
rf._03028_,2.52
rf._03556_,2.52
rf._03573_,2.52
rf._03711_,2.52
rf._04011_,2.52
rf._04420_,2.52
rf._04435_,2.52
rf._04529_,2.52
rf._04598_,2.52
rf._04641_,2.52
rf._04670_,2.52
rf._04807_,2.52
rf._04829_,2.52
rf._04845_,2.52
rf._04893_,2.52
rf._04896_,2.52
rf._05051_,2.52
rf._05189_,2.52
rf._05212_,2.52
rf._05225_,2.52
rf._05226_,2.52
rf._05249_,2.52
rf._05273_,2.52
rf._05563_,2.52
rf._05568_,2.52
rf._05593_,2.52
rf._05599_,2.52
rf._05619_,2.52
rf._05631_,2.52
rf._05800_,2.52
_001_,2.5
_012_,2.5
alu_inst._070_,2.5
alu_inst._133_,2.5
net85,2.5
rf._01067_,2.5
rf._01168_,2.5
rf._01192_,2.5
rf._01571_,2.5
rf._01719_,2.5
rf._01775_,2.5
rf._01878_,2.5
rf._02187_,2.5
rf._02431_,2.5
rf._02697_,2.5
rf._02858_,2.5
rf._02934_,2.5
rf._03045_,2.5
rf._03066_,2.5
rf._03086_,2.5
rf._03312_,2.5
rf._03374_,2.5
rf._03444_,2.5
rf._03451_,2.5
rf._03493_,2.5
rf._03714_,2.5
rf._03739_,2.5
rf._03781_,2.5
rf._03798_,2.5
rf._03867_,2.5
rf._03879_,2.5
rf._03910_,2.5
rf._04063_,2.5
rf._04110_,2.5
rf._04200_,2.5
rf._04359_,2.5
rf._04455_,2.5
rf._04478_,2.5
rf._04479_,2.5
rf._04526_,2.5
rf._04623_,2.5
rf._04737_,2.5
rf._04772_,2.5
rf._04774_,2.5
rf._04808_,2.5
rf._04816_,2.5
rf._04830_,2.5
rf._04868_,2.5
rf._04876_,2.5
rf._05055_,2.5
rf._05064_,2.5
rf._05343_,2.5
rf._05390_,2.5
rf._05494_,2.5
rf._05585_,2.5
rf._05588_,2.5
rf._05595_,2.5
rf._05630_,2.5
rf._05639_,2.5
rf._05693_,2.5
rf._05720_,2.5
rf._05763_,2.5
rf._05775_,2.5
rf._05790_,2.5
net692,2.5
rf._00052_,2.425
rf._00104_,2.425
rf._00172_,2.425
rf._00257_,2.425
rf._00321_,2.425
rf._00454_,2.425
rf._00867_,2.425
rf._01609_,2.4
rf._02780_,2.4
rf._02836_,2.4
rf._04361_,2.4
net685,2.4
net50,2.38
rf._00829_,2.38
rf._03425_,2.38
rf.rd2\[12\],2.38
rf.rd2\[26\],2.38
rf._00023_,2.375
rf._00030_,2.375
rf._00086_,2.375
rf._00145_,2.375
rf._00218_,2.375
rf._00234_,2.375
rf._00236_,2.375
rf._00237_,2.375
rf._00256_,2.375
rf._00260_,2.375
rf._00407_,2.375
rf._00466_,2.375
rf._00510_,2.375
rf._00694_,2.375
rf._00848_,2.375
rf._00860_,2.375
rf._00882_,2.375
rf._01005_,2.375
rf._01020_,2.375
rf._01022_,2.375
rf._00067_,2.325
rf._00069_,2.325
rf._00081_,2.325
rf._00127_,2.325
rf._00211_,2.325
rf._00269_,2.325
rf._00286_,2.325
rf._00331_,2.325
rf._00351_,2.325
rf._00369_,2.325
rf._00391_,2.325
rf._00402_,2.325
rf._00411_,2.325
rf._00415_,2.325
rf._00418_,2.325
rf._00465_,2.325
rf._00486_,2.325
rf._00508_,2.325
rf._00545_,2.325
rf._00556_,2.325
rf._00566_,2.325
rf._00575_,2.325
rf._00577_,2.325
rf._00585_,2.325
rf._00601_,2.325
rf._00616_,2.325
rf._00618_,2.325
rf._00646_,2.325
rf._00746_,2.325
rf._00766_,2.325
rf._00847_,2.325
rf._00910_,2.325
rf._00933_,2.325
rf._00961_,2.325
rf._01014_,2.325
rf._01015_,2.325
net82,2.3
rf._01319_,2.3
rf._01627_,2.3
rf._02028_,2.3
rf._03032_,2.3
rf._03133_,2.3
rf._03240_,2.3
rf._03666_,2.3
rf._03717_,2.3
rf._03811_,2.3
rf._03835_,2.3
rf._03880_,2.3
rf._04154_,2.3
rf._04403_,2.3
rf._04484_,2.3
net41,2.3
net93,2.3
rf._01033_,2.28
rf._02686_,2.28
rf._03159_,2.28
rf._03189_,2.28
rf._03672_,2.28
rf._03851_,2.28
rf._04144_,2.28
rf._04402_,2.28
rf.rd2\[14\],2.28
rf._00018_,2.255
rf._00033_,2.255
rf._00035_,2.255
rf._00106_,2.255
rf._00123_,2.255
rf._00165_,2.255
rf._00170_,2.255
rf._00226_,2.255
rf._00274_,2.255
rf._00312_,2.255
rf._00344_,2.255
rf._00363_,2.255
rf._00364_,2.255
rf._00367_,2.255
rf._00384_,2.255
rf._00507_,2.255
rf._00558_,2.255
rf._00564_,2.255
rf._00690_,2.255
rf._00710_,2.255
rf._00719_,2.255
rf._00729_,2.255
rf._00763_,2.255
rf._00818_,2.255
rf._00902_,2.255
rf._00920_,2.255
rf._00972_,2.255
rf._00977_,2.255
rf._01023_,2.255
alu_inst._132_,2.18
alu_inst._139_,2.18
alu_inst._169_,2.18
ctrl._06_,2.18
net72,2.18
rf._01524_,2.18
rf._01618_,2.18
rf._01858_,2.18
rf._02170_,2.18
rf._02308_,2.18
rf._02972_,2.18
rf._03116_,2.18
rf._04411_,2.18
rf._05373_,2.18
alu_inst._017_,2.16
alu_inst._163_,2.16
ctrl._00_,2.16
rf._01111_,2.16
rf._01251_,2.16
rf._01294_,2.16
rf._01389_,2.16
rf._01522_,2.16
rf._01772_,2.16
rf._01961_,2.16
rf._01985_,2.16
rf._01994_,2.16
rf._02133_,2.16
rf._02194_,2.16
rf._02296_,2.16
rf._02311_,2.16
rf._02561_,2.16
rf._02562_,2.16
rf._02764_,2.16
rf._02802_,2.16
rf._02914_,2.16
rf._02956_,2.16
rf._02989_,2.16
rf._03035_,2.16
rf._03101_,2.16
rf._03198_,2.16
rf._03261_,2.16
rf._03275_,2.16
rf._03412_,2.16
rf._03434_,2.16
rf._03582_,2.16
rf._03584_,2.16
rf._03595_,2.16
rf._03641_,2.16
rf._03772_,2.16
rf._03836_,2.16
rf._03920_,2.16
rf._04174_,2.16
rf._04224_,2.16
rf._04312_,2.16
rf._04390_,2.16
rf._04569_,2.16
rf._04638_,2.16
rf._04639_,2.16
rf._04672_,2.16
rf._04716_,2.16
rf._04730_,2.16
rf._04731_,2.16
rf._04759_,2.16
rf._04790_,2.16
rf._04827_,2.16
rf._04860_,2.16
rf._04934_,2.16
rf._05237_,2.16
rf._05541_,2.16
rf._05551_,2.16
rf._05645_,2.16
rf._05726_,2.16
rf._05757_,2.16
rf._05791_,2.16
rf._05798_,2.16
rf._00299_,2.125
rf._00670_,2.125
rf._00813_,2.125
rf._00843_,2.125
rf._01006_,2.125
rf._00051_,2.085
rf._00098_,2.085
rf._00111_,2.085
rf._00115_,2.085
rf._00132_,2.085
rf._00174_,2.085
rf._00217_,2.085
rf._00224_,2.085
rf._00263_,2.085
rf._00273_,2.085
rf._00292_,2.085
rf._00301_,2.085
rf._00317_,2.085
rf._00333_,2.085
rf._00341_,2.085
rf._00356_,2.085
rf._00359_,2.085
rf._00380_,2.085
rf._00469_,2.085
rf._00567_,2.085
rf._00608_,2.085
rf._00644_,2.085
rf._00650_,2.085
rf._00681_,2.085
rf._00727_,2.085
rf._00747_,2.085
rf._00748_,2.085
rf._00756_,2.085
rf._00770_,2.085
rf._00787_,2.085
rf._00810_,2.085
rf._00814_,2.085
rf._00832_,2.085
rf._00912_,2.085
rf._00950_,2.085
rf._00959_,2.085
rf._00984_,2.085
rf._00272_,2.06
rf._00470_,2.06
rf._00932_,2.06
rf._01331_,2.06
rf._01386_,2.06
rf._01723_,2.06
rf._01854_,2.06
rf._01939_,2.06
rf._02047_,2.06
rf._02248_,2.06
rf._03541_,2.06
rf._03748_,2.06
rf._04014_,2.06
rf._04321_,2.06
rf._04644_,2.06
rf._04810_,2.06
rf._04888_,2.06
rf._05094_,2.06
rf._05153_,2.06
rf._05187_,2.06
rf._05200_,2.06
rf._05445_,2.06
rf._05468_,2.06
rf._05492_,2.06
rf._05509_,2.06
rf._05549_,2.06
rf._05592_,2.06
rf._05604_,2.06
net55,2.06
rf._01492_,2.055
_014_,2.04
rf._01191_,2.04
rf._01436_,2.04
rf._01495_,2.04
rf._01547_,2.04
rf._01965_,2.04
rf._02081_,2.04
rf._02162_,2.04
rf._02356_,2.04
rf._02652_,2.04
rf._02917_,2.04
rf._02982_,2.04
rf._03059_,2.04
rf._03087_,2.04
rf._03335_,2.04
rf._03353_,2.04
rf._03461_,2.04
rf._03561_,2.04
rf._03588_,2.04
rf._03802_,2.04
rf._03889_,2.04
rf._04057_,2.04
rf._04530_,2.04
rf._04635_,2.04
rf._04662_,2.04
rf._04915_,2.04
rf._05013_,2.04
rf._05159_,2.04
rf._05257_,2.04
rf._05290_,2.04
rf._05299_,2.04
rf._05451_,2.04
rf._05498_,2.04
rf._05515_,2.04
rf._05569_,2.04
rf._05680_,2.04
rf._05691_,2.04
rf._05701_,2.04
rf.rd2\[4\],2.04
net647,2.04
rf._00029_,2.035
rf._00349_,2.035
rf._00551_,2.035
rf._00831_,1.975
alu_inst._153_,1.94
rf._01588_,1.94
rf._01615_,1.94
rf._02701_,1.94
rf._04789_,1.94
net354,1.94
net649,1.94
net656,1.94
rf._00188_,1.915
rf._00343_,1.915
rf._00346_,1.915
rf._00420_,1.915
rf._00431_,1.915
rf._00500_,1.915
rf._00569_,1.915
rf._00733_,1.915
rf._00809_,1.915
rf._00856_,1.915
rf._00857_,1.915
rf._00019_,1.865
rf._00022_,1.865
rf._00025_,1.865
rf._00075_,1.865
rf._00076_,1.865
rf._00080_,1.865
rf._00092_,1.865
rf._00094_,1.865
rf._00103_,1.865
rf._00154_,1.865
rf._00173_,1.865
rf._00175_,1.865
rf._00255_,1.865
rf._00259_,1.865
rf._00297_,1.865
rf._00320_,1.865
rf._00322_,1.865
rf._00326_,1.865
rf._00340_,1.865
rf._00350_,1.865
rf._00378_,1.865
rf._00397_,1.865
rf._00459_,1.865
rf._00474_,1.865
rf._00477_,1.865
rf._00481_,1.865
rf._00519_,1.865
rf._00543_,1.865
rf._00555_,1.865
rf._00559_,1.865
rf._00583_,1.865
rf._00587_,1.865
rf._00588_,1.865
rf._00591_,1.865
rf._00605_,1.865
rf._00611_,1.865
rf._00647_,1.865
rf._00693_,1.865
rf._00705_,1.865
rf._00734_,1.865
rf._00762_,1.865
rf._00778_,1.865
rf._00785_,1.865
rf._00788_,1.865
rf._00800_,1.865
rf._00808_,1.865
rf._00826_,1.865
rf._00836_,1.865
rf._00851_,1.865
rf._00853_,1.865
rf._00880_,1.865
rf._00890_,1.865
rf._00925_,1.865
rf._00931_,1.865
rf._00934_,1.865
rf._00956_,1.865
rf._00982_,1.865
rf._01009_,1.865
rf._01017_,1.865
_000_,1.84
rf._01328_,1.84
rf._01433_,1.84
rf._01594_,1.84
rf._01954_,1.84
rf._02044_,1.84
rf._02121_,1.84
rf._02125_,1.84
rf._02191_,1.84
rf._02378_,1.84
rf._02471_,1.84
rf._02742_,1.84
rf._02783_,1.84
rf._02882_,1.84
rf._02899_,1.84
rf._02901_,1.84
rf._02977_,1.84
rf._03207_,1.84
rf._03350_,1.84
rf._03473_,1.84
rf._03665_,1.84
rf._04192_,1.84
rf._04497_,1.84
net66,1.84
rf._01211_,1.82
rf._02455_,1.82
rf._02805_,1.82
rf._03083_,1.82
rf._03241_,1.82
rf._03318_,1.82
rf._03357_,1.82
rf._03430_,1.82
rf._03614_,1.82
rf._03774_,1.82
rf._03907_,1.82
rf._04070_,1.82
rf._04344_,1.82
rf.rd2\[18\],1.82
rf._00421_,1.745
alu_inst._076_,1.73
rf._01293_,1.72
rf._01437_,1.72
rf._01520_,1.72
rf._01587_,1.72
rf._01634_,1.72
rf._01702_,1.72
rf._01799_,1.72
rf._01808_,1.72
rf._01940_,1.72
rf._02301_,1.72
rf._02382_,1.72
rf._02627_,1.72
rf._02693_,1.72
rf._02749_,1.72
rf._02798_,1.72
rf._03008_,1.72
rf._03269_,1.72
rf._03489_,1.72
rf._03599_,1.72
rf._04265_,1.72
rf._04305_,1.72
rf._04351_,1.72
rf._04453_,1.72
rf._04462_,1.72
rf._05117_,1.72
_005_,1.7
_019_,1.7
alu_inst._110_,1.7
rf._01087_,1.7
rf._01127_,1.7
rf._01276_,1.7
rf._01303_,1.7
rf._01462_,1.7
rf._01581_,1.7
rf._01604_,1.7
rf._01612_,1.7
rf._01638_,1.7
rf._01753_,1.7
rf._01886_,1.7
rf._01914_,1.7
rf._02049_,1.7
rf._02072_,1.7
rf._02186_,1.7
rf._02209_,1.7
rf._02226_,1.7
rf._02463_,1.7
rf._02628_,1.7
rf._03273_,1.7
rf._03706_,1.7
rf._03721_,1.7
rf._03820_,1.7
rf._04143_,1.7
rf._04177_,1.7
rf._04364_,1.7
rf._04365_,1.7
rf._04399_,1.7
rf._04507_,1.7
rf._04624_,1.7
rf._04637_,1.7
rf._04791_,1.7
rf._04818_,1.7
rf._04948_,1.7
rf._05295_,1.7
rf._05308_,1.7
rf._05353_,1.7
rf._05367_,1.7
rf._05456_,1.7
rf._05804_,1.7
rf._01835_,1.6
rf._02335_,1.6
rf._02436_,1.6
rf._02719_,1.6
rf._02730_,1.6
rf._04594_,1.6
rf._04630_,1.6
rf._04643_,1.6
rf._04707_,1.6
rf._04751_,1.6
rf._04754_,1.6
rf._04770_,1.6
rf._04787_,1.6
rf._04792_,1.6
rf._04795_,1.6
rf._04800_,1.6
rf._04804_,1.6
rf._04846_,1.6
rf._04863_,1.6
rf._04867_,1.6
rf._04923_,1.6
rf._04973_,1.6
rf._05125_,1.6
rf._05148_,1.6
rf._05173_,1.6
rf._05214_,1.6
rf._05281_,1.6
rf._05302_,1.6
rf._05304_,1.6
rf._05320_,1.6
rf._05331_,1.6
rf._05347_,1.6
rf._05369_,1.6
rf._05482_,1.6
rf._05499_,1.6
rf._05537_,1.6
rf._05572_,1.6
rf._05607_,1.6
rf._05629_,1.6
rf._05676_,1.6
rf._05738_,1.6
rf._05742_,1.6
rf._05756_,1.6
rf._05762_,1.6
rf._05768_,1.6
rf._05802_,1.6
rf._00055_,1.575
rf._00150_,1.575
rf._00203_,1.575
rf._00266_,1.575
rf._00330_,1.575
rf._00404_,1.575
rf._00410_,1.575
rf._00412_,1.575
rf._00562_,1.575
rf._00589_,1.575
rf._00765_,1.575
rf._00845_,1.575
rf._00886_,1.575
rf._00924_,1.575
rf._01113_,1.48
rf._01186_,1.48
rf._02347_,1.48
rf._02603_,1.48
rf._04227_,1.48
net539,1.48
net779,1.48
alu_inst._213_,1.46
rf._00135_,1.46
rf._00366_,1.46
rf._00464_,1.46
rf._00517_,1.46
rf._00554_,1.46
rf._00775_,1.46
rf._00954_,1.46
rf._00020_,1.405
rf._00032_,1.405
rf._00048_,1.405
rf._00166_,1.405
rf._00179_,1.405
rf._00232_,1.405
rf._00268_,1.405
rf._00284_,1.405
rf._00288_,1.405
rf._00334_,1.405
rf._00361_,1.405
rf._00372_,1.405
rf._00382_,1.405
rf._00387_,1.405
rf._00396_,1.405
rf._00398_,1.405
rf._00425_,1.405
rf._00427_,1.405
rf._00435_,1.405
rf._00436_,1.405
rf._00472_,1.405
rf._00475_,1.405
rf._00572_,1.405
rf._00574_,1.405
rf._00599_,1.405
rf._00613_,1.405
rf._00635_,1.405
rf._00640_,1.405
rf._00699_,1.405
rf._00700_,1.405
rf._00707_,1.405
rf._00742_,1.405
rf._00757_,1.405
rf._00903_,1.405
rf._00928_,1.405
rf._00929_,1.405
rf._00964_,1.405
rf._00975_,1.405
net100,1.38
rf._01135_,1.38
rf._01153_,1.38
rf._01273_,1.38
rf._01406_,1.38
rf._01643_,1.38
rf._02063_,1.38
rf._02238_,1.38
rf._02256_,1.38
rf._02361_,1.38
rf._02415_,1.38
rf._02506_,1.38
rf._02595_,1.38
rf._02644_,1.38
rf._02791_,1.38
rf._02952_,1.38
rf._03003_,1.38
rf._03055_,1.38
rf._03077_,1.38
rf._03114_,1.38
rf._03171_,1.38
rf._03205_,1.38
rf._03265_,1.38
rf._03519_,1.38
rf._03529_,1.38
rf._03536_,1.38
rf._03543_,1.38
rf._03601_,1.38
rf._03634_,1.38
rf._03686_,1.38
rf._03716_,1.38
rf._03759_,1.38
rf._03794_,1.38
rf._03894_,1.38
rf._03968_,1.38
rf._03974_,1.38
rf._04042_,1.38
rf._04075_,1.38
rf._04173_,1.38
net129,1.38
net134,1.38
net135,1.38
net137,1.38
net139,1.38
net142,1.38
net143,1.38
rf._02144_,1.36
rf._03005_,1.36
rf._03989_,1.36
rf._04096_,1.36
rf._04314_,1.36
rf._04332_,1.36
rf._01198_,1.26
rf._01233_,1.26
rf._01341_,1.26
rf._01504_,1.26
rf._01685_,1.26
rf._01956_,1.26
rf._02003_,1.26
rf._02013_,1.26
rf._03760_,1.26
rf._04187_,1.26
rf._04201_,1.26
rf._04509_,1.26
rf._04745_,1.23
rf._02953_,1.14
rf._03270_,1.14
rf._03443_,1.14
rf._04567_,1.14
rf._04653_,1.14
rf._04679_,1.14
rf._04685_,1.14
rf._04701_,1.14
rf._04709_,1.14
rf._04711_,1.14
rf._04740_,1.14
rf._04753_,1.14
rf._04756_,1.14
rf._04758_,1.14
rf._04767_,1.14
rf._04805_,1.14
rf._04819_,1.14
rf._04821_,1.14
rf._04824_,1.14
rf._04825_,1.14
rf._04850_,1.14
rf._04851_,1.14
rf._04856_,1.14
rf._04859_,1.14
rf._04870_,1.14
rf._04880_,1.14
rf._04886_,1.14
rf._04887_,1.14
rf._04895_,1.14
rf._04898_,1.14
rf._04929_,1.14
rf._04971_,1.14
rf._04979_,1.14
rf._04992_,1.14
rf._05003_,1.14
rf._05015_,1.14
rf._05021_,1.14
rf._05062_,1.14
rf._05066_,1.14
rf._05097_,1.14
rf._05103_,1.14
rf._05129_,1.14
rf._05132_,1.14
rf._05139_,1.14
rf._05151_,1.14
rf._05158_,1.14
rf._05166_,1.14
rf._05174_,1.14
rf._05180_,1.14
rf._05196_,1.14
rf._05202_,1.14
rf._05206_,1.14
rf._05207_,1.14
rf._05209_,1.14
rf._05210_,1.14
rf._05230_,1.14
rf._05252_,1.14
rf._05272_,1.14
rf._05315_,1.14
rf._05321_,1.14
rf._05329_,1.14
rf._05338_,1.14
rf._05350_,1.14
rf._05364_,1.14
rf._05384_,1.14
rf._05428_,1.14
rf._05432_,1.14
rf._05461_,1.14
rf._05466_,1.14
rf._05524_,1.14
rf._05570_,1.14
rf._05584_,1.14
rf._05598_,1.14
rf._05605_,1.14
rf._05622_,1.14
